"b187d555-f06f-4d65-9e53-da7c93f8eaa8",,"Feature","Feature","FE","0"
"910307f1-dc3c-452c-a6dd-af5ac7cd365c",,"Unknown","Unknown Feature Type","1000000",
"9087cdcd-8b08-4082-a1de-34c9ba9fb493",,"Description","Description","1000000",
"9fc9d10c-ba50-49ee-b174-ce83fc3f80c6",,"Distribution","Distribution","1010000",
"fd8c64f0-6ea5-44b0-9f70-e95833d6076e",,"Distribution (General)","Distribution (General)","1000000",
"aa923827-d333-4cf5-9a5f-438ae0a4746b",,"Ecology","Ecology","1000000",
"fb16929f-bc9c-456f-9d40-dec987b36438",,"Habitat","Habitat","1000000",
"9fdc4663-4d56-47d0-90b5-c0bf251bafbb",,"Habitat & Ecology","Habitat & Ecology","1000000",
"6f677e98-d8d5-4bc5-80bf-affdb7e3945a",,"Chromosome Numbers","Chromosome Numbers","1000000",
"9832e24f-b670-43b4-ac7c-20a7261a1d8c",,"Biology And Ecology","Biology And Ecology","1000000",
"a677f827-22b9-4205-bb37-11cb48dd9106",,"Key","Key","1000000",
"7c0c7571-a864-47c1-891d-01f59000dae1",,"Materials Examined","Materials Examined","1000000",
"1e87d9c3-0844-4a03-9686-773e2ccb3ab6",,"Materials Methods","Materials Methods","1000000",
"dd653d48-355c-4aec-a4e7-724f6eb29f8d",,"Etymology","Etymology","1000000",
"d43d8501-ceab-4caa-9e51-e87138528fac",,"Diagnosis","Diagnosis","1000000",
"d3c4cbb6-0025-4322-886b-cd0156753a25",,"Discussion","Discussion","1000000",
"86bd920d-f8c5-48b9-af1d-03f63c31de5c",,"Abstract","Abstract","1000000",
"e75255ca-8ff4-4905-baad-f842927fe1d3",,"Introduction","Introduction","1000000",
"489bf358-b78a-45e2-a691-f9f3f10446ce",,"Synopsis","Synopsis","1000000",
"89d3b005-9876-4923-89d9-60eb75b9583b",,"Multiple","Multiple","1000000",
"555a46bc-211a-476f-a022-c472970d6f8b",,"Acknowledgments","Acknowledgments","1000000",
"fc810911-51f0-4a46-ab97-6562fe263ae5",,"Common Name","Common Name","1000010",
"a7786d3e-7c58-4141-8416-346d4c80c4a2",,"Phenology","Phenology","1000000",
"5deff505-1a32-4817-9a74-50e6936fd630",,"Occurrence","Occurrence","1000000",
"99b2842f-9aa7-42fa-bd5f-7285311e0101",,"Citation","Citation","1000000",
"e5374d39-b210-47c7-bec1-bee05b5f1cb6",,"Uses","Uses","1000000",
"4518fc20-2492-47de-b345-777d2b83c9cf",,"Conservation","Conservation","1000000",
"e28965b2-a367-48c5-b954-8afc8ac2c69b",,"Cultivation","Cultivation","1000000",
"84193b2c-327f-4cce-90ef-c8da18fd5bb5",,"Image","Image","1000000",
"94213b2c-e67a-4d37-25ef-e8d316edfba1",,"Anatomy","Anatomy","1000000",
"6e9de1d5-05f0-40d5-8786-2fe30d0d894d",,"Host Plant","Host Plant","1000100",
"002d05f2-fd72-49f1-ba4d-196cf09240b5",,"Pathogen Agent","Pathogen Agent","1000100",
"e2308f37-ddc5-447d-b483-5e2171dd85fd",,"Individuals Association","Individuals Association","1001000",
"8200e050-d5fd-4cac-8a76-4b47afb13809",,"Specimen","Specimen","1001000",
"f59e747d-0b4f-4bf7-b69a-cbd50bc78595",,"Observation","Observation","1001000"
"86d40635-2a63-4ad6-be75-9faa4a6a57fb",,"Status","Status","1000000"
"bd9aca17-cd0e-4418-a3a1-1a4b80dbc162",,"Systematics","Systematics","1000000"
"b5780b45-6439-4f3c-9818-d89d26d36eb2",,"Notes","Taxonomic Notes","1000000"
"db9228d3-8bbf-4460-abfe-0b1326c82f8e",,"Life-form","Life-form","1000001"